# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_3	cds	2100263	2101198	-	JPEOAD_01960	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB57
contig_3	cds	2101195	2102181	-	JPEOAD_01961	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CBA7
contig_3	cds	2102181	2103491	-	JPEOAD_01962	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JNT1
contig_3	cds	2103585	2104073	-	JPEOAD_01963	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB73
contig_3	cds	2104060	2105748	-	JPEOAD_01964	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB30
contig_3	cds	2105738	2106067	-	JPEOAD_01965	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB51
contig_3	cds	2106219	2108105	-	JPEOAD_01966	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJ30
contig_3	cds	2108131	2108925	-	JPEOAD_01967	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB76
contig_3	cds	2108999	2109691	-	JPEOAD_01968	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB34
contig_3	cds	2109859	2110740	-	JPEOAD_01969	557.0	2.8e-200	1.0	1.0	0.959	UniRef:UniRef90_G2I4I4
contig_3	cds	2110827	2111438	-	JPEOAD_01970	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB58
contig_3	cds	2111651	2112490	+	JPEOAD_01971	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB47
contig_3	cds	2112510	2113601	+	JPEOAD_01972	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB97
contig_3	cds	2113683	2114114	-	JPEOAD_01973	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB63
contig_3	cds	2114385	2115170	+	JPEOAD_01974	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB19
contig_3	cds	2115280	2116185	+	JPEOAD_01975	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB42
contig_3	cds	2116234	2117025	+	JPEOAD_01976	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB20
contig_3	cds	2117086	2119302	+	JPEOAD_01977	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB66
contig_3	cds	2119425	2120213	-	JPEOAD_01978	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB24
contig_3	cds	2120356	2121348	-	JPEOAD_01979	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB62
contig_3	cds	2121433	2122926	-	JPEOAD_01980	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002080900
contig_3	cds	2123109	2124416	+	JPEOAD_01981	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB37
contig_3	cds	2124523	2125560	-	JPEOAD_01982	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB88
contig_3	cds	2125729	2126859	-	JPEOAD_01983	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JPJ2
contig_3	cds	2126992	2127900	+	JPEOAD_01984	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB09
contig_3	cds	2127943	2129832	+	JPEOAD_01985	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB35
contig_3	cds	2129956	2130336	+	JPEOAD_01986	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB12
contig_3	tRNA	2130558	2130632	-	JPEOAD_01987	79.5	-	-	-	-	-
contig_3	cds	2130703	2132214	-	JPEOAD_01988	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB56
contig_3	cds	2132286	2132705	+	JPEOAD_01989	-	-	-	-	-	-
contig_3	cds	2132529	2134046	-	JPEOAD_01990	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB50
contig_3	cds	2134096	2135214	-	JPEOAD_01991	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB38
contig_3	cds	2135471	2136952	+	JPEOAD_01992	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJ91
contig_3	cds	2137093	2139483	+	JPEOAD_01993	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB77
contig_3	cds	2139863	2141191	+	JPEOAD_01994	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB43
contig_3	cds	2141213	2141686	+	JPEOAD_01995	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ9
contig_3	cds	2141679	2144000	+	JPEOAD_01996	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB23
contig_3	cds	2144226	2144711	-	JPEOAD_01997	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB03
contig_3	cds	2144855	2146135	+	JPEOAD_01998	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB46
contig_3	cds	2146196	2146525	+	JPEOAD_01999	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB00
contig_3	cds	2146605	2146772	-	JPEOAD_02000	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2D3HD99
contig_3	cds	2146932	2148140	+	JPEOAD_02001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB27
contig_3	cds	2148264	2148938	+	JPEOAD_02002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB18
contig_3	cds	2148932	2150338	-	JPEOAD_02003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB67
contig_3	cds	2150335	2150994	-	JPEOAD_02004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB32
contig_3	cds	2150995	2152176	-	JPEOAD_02005	757.0	8.4e-276	1.0	0.992	1.0	UniRef:UniRef90_A0A858JLE5
contig_3	cds	2152249	2153520	+	JPEOAD_02006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB14
contig_3	cds	2153568	2153825	+	JPEOAD_02007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ5
contig_3	cds	2153880	2154449	-	JPEOAD_02008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB36
contig_3	cds	2154714	2155577	-	JPEOAD_02009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ0
contig_3	cds	2155608	2156048	+	JPEOAD_02010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB31
contig_3	cds	2156064	2157125	-	JPEOAD_02011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB17
contig_3	cds	2157128	2158402	-	JPEOAD_02012	788.0	5.4e-287	1.0	1.0	0.962	UniRef:UniRef90_G2I4E3
contig_3	cds	2158469	2159629	-	JPEOAD_02013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB54
contig_3	cds	2159762	2160940	-	JPEOAD_02014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB22
contig_3	cds	2160937	2162010	-	JPEOAD_02015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX7
contig_3	cds	2162022	2163275	-	JPEOAD_02016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB02
contig_3	cds	2163417	2164184	+	JPEOAD_02017	481.0	2.3e-171	1.0	1.0	0.945	UniRef:UniRef90_G2I4D8
contig_3	cds	2164212	2165441	-	JPEOAD_02018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB26
contig_3	cds	2165488	2166009	-	JPEOAD_02019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY2
contig_3	cds	2166079	2166537	-	JPEOAD_02020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB25
contig_3	cds	2166560	2166820	-	JPEOAD_02021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB08
contig_3	cds	2166887	2167597	-	JPEOAD_02022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000207F8BC
contig_3	cds	2167653	2168600	+	JPEOAD_02023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB44
contig_3	cds	2168587	2169606	-	JPEOAD_02024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB13
contig_3	cds	2169616	2169798	-	JPEOAD_02025	126.0	6.5e-37	1.0	0.822	1.0	UniRef:UniRef90_A0A858JHL7
contig_3	cds	2170041	2171447	-	JPEOAD_02026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ1
contig_3	cds	2171444	2172313	-	JPEOAD_02027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX1
contig_3	tRNA	2172763	2172848	-	JPEOAD_02028	74.0	-	-	-	-	-
contig_3	cds	2172927	2173601	+	JPEOAD_02029	449.0	8.4e-160	0.996	0.970	0.937	UniRef:UniRef90_G2I4C7
contig_3	cds	2173623	2174246	-	JPEOAD_02030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX2
contig_3	cds	2174243	2174557	-	JPEOAD_02031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB15
contig_3	cds	2174568	2175263	+	JPEOAD_02032	430.0	7.1e-152	1.004	1.0	0.879	UniRef:UniRef90_A0A0M0EKY4
contig_3	cds	2175390	2176415	+	JPEOAD_02033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY7
contig_3	cds	2176434	2178332	+	JPEOAD_02034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB33
contig_3	cds	2178384	2179817	-	JPEOAD_02035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB01
contig_3	cds	2179892	2180851	-	JPEOAD_02036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV7
contig_3	cds	2180940	2181872	+	JPEOAD_02037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY0
contig_3	cds	2181921	2182811	-	JPEOAD_02038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAW1
contig_3	cds	2183012	2186494	-	JPEOAD_02039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB06
contig_3	cds	2186491	2186802	-	JPEOAD_02040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAW4
contig_3	cds	2186920	2189055	+	JPEOAD_02041	1261.0	0.0	1.0	0.988	0.924	UniRef:UniRef90_A0A0M0ELU7
contig_3	cds	2188994	2189647	-	JPEOAD_02042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY8
contig_3	cds	2190105	2190794	+	JPEOAD_02043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX9
contig_3	cds	2191023	2191490	-	JPEOAD_02044	289.0	1.9e-98	0.994	0.933	0.942	UniRef:UniRef90_A0A0N1N3E8
contig_3	cds	2191522	2192400	-	JPEOAD_02045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ2
contig_3	cds	2192556	2193401	-	JPEOAD_02046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAU7
contig_3	cds	2193398	2194255	-	JPEOAD_02047	496.0	3.7e-176	1.0	1.0	0.898	UniRef:UniRef90_A0A858JFA1
contig_3	cds	2194285	2194794	+	JPEOAD_02048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV1
contig_3	cds	2194791	2195600	+	JPEOAD_02049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ6
contig_3	cds	2195713	2196978	+	JPEOAD_02050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV2
contig_3	cds	2197141	2198580	+	JPEOAD_02051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ3
contig_3	cds	2198615	2198938	-	JPEOAD_02052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX8
contig_3	cds	2199089	2199595	+	JPEOAD_02053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX0
contig_3	cds	2199611	2200969	-	JPEOAD_02054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CB11
contig_3	cds	2201121	2202302	+	JPEOAD_02055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY1
contig_3	cds	2202521	2203570	+	JPEOAD_02056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAT7
contig_3	cds	2203583	2205223	+	JPEOAD_02057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV9
contig_3	cds	2205220	2206464	-	JPEOAD_02058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAU0
contig_3	cds	2206597	2206782	-	JPEOAD_02059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY6
contig_3	cds	2206807	2207457	-	JPEOAD_02060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JMU0
contig_3	cds	2207586	2208035	+	JPEOAD_02061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY3
contig_3	cds	2208050	2208655	-	JPEOAD_02062	-	-	-	-	-	-
contig_3	cds	2208678	2210348	+	JPEOAD_02063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAW0
contig_3	cds	2210464	2210997	-	JPEOAD_02064	305.0	2.5e-104	0.927	1.0	0.933	UniRef:UniRef90_G2I495
contig_3	cds	2211123	2212133	+	JPEOAD_02065	662.0	1.9e-240	0.970	1.0	1.0	UniRef:UniRef90_A0A858JMV2
contig_3	cds	2212247	2212549	-	JPEOAD_02066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JL40
contig_3	cds	2212881	2213231	+	JPEOAD_02067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JET4
contig_3	cds	2213285	2214919	-	JPEOAD_02068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAS8
contig_3	cds	2215059	2215988	-	JPEOAD_02069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAX6
contig_3	cds	2216131	2216622	-	JPEOAD_02070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAT6
contig_3	cds	2216680	2216988	+	JPEOAD_02071	187.0	5.6e-60	0.931	1.0	0.968	UniRef:UniRef90_G2I489
contig_3	cds	2216990	2218474	+	JPEOAD_02072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV8
contig_3	cds	2218471	2219919	+	JPEOAD_02073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAU8
contig_3	tRNA	2220020	2220112	+	JPEOAD_02074	90.8	-	-	-	-	-
contig_3	cds	2220250	2221428	+	JPEOAD_02075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAZ4
contig_3	cds	2221556	2221762	-	JPEOAD_02076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJC0
contig_3	cds	2222352	2222801	-	JPEOAD_02077	297.0	6.4e-102	1.0	0.968	0.980	UniRef:UniRef90_A0A858JNT9
contig_3	cds	2222888	2223133	-	JPEOAD_02078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAT8
contig_3	cds	2223320	2223706	-	JPEOAD_02079	-	-	-	-	-	-
contig_3	cds	2224013	2224612	-	JPEOAD_02080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JPI3
contig_3	cds	2224754	2227996	-	JPEOAD_02081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAS6
contig_3	cds	2228089	2228607	-	JPEOAD_02082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAW2
contig_3	cds	2228653	2229534	-	JPEOAD_02083	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDCD4C
contig_3	cds	2229531	2230040	-	JPEOAD_02084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAU1
contig_3	cds	2230047	2230790	-	JPEOAD_02085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAY5
contig_3	cds	2230787	2231041	-	JPEOAD_02086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAV3
contig_3	cds	2231038	2232276	-	JPEOAD_02087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAR0
contig_3	cds	2232704	2235286	-	JPEOAD_02088	1718.0	0.0	0.988	1.0	1.0	UniRef:UniRef90_A0A858JL92
contig_3	cds	2235480	2236436	-	JPEOAD_02089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CAR2
contig_3	cds	2236519	2237079	-	JPEOAD_02090	351.0	1.2e-121	1.0	0.819	0.989	UniRef:UniRef90_A0A371YZ36
contig_3	cds	2237210	2238040	+	JPEOAD_02091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	2238082	2239032	+	JPEOAD_02092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJA4
contig_3	cds	2238950	2239207	-	JPEOAD_02093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5X5
contig_3	cds	2239204	2240388	-	JPEOAD_02094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5W5
contig_3	cds	2240385	2241104	-	JPEOAD_02095	351.0	7.3e-120	0.992	0.865	0.713	UniRef:UniRef90_A0A7C9RFE6
contig_3	cds	2241324	2241683	-	JPEOAD_02096	192.0	1.8e-61	0.908	0.991	0.833	UniRef:UniRef90_D5QDZ2
contig_3	cds	2241746	2241964	+	JPEOAD_02097	-	-	-	-	-	-
contig_3	cds	2241907	2242581	-	JPEOAD_02098	-	-	-	-	-	-
contig_3	cds	2243245	2244129	+	JPEOAD_02099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000207FBC4
contig_3	cds	2244114	2244944	-	JPEOAD_02100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	2245856	2246686	-	JPEOAD_02101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	2246819	2249986	-	JPEOAD_02102	1981.0	0.0	1.0	1.0	0.946	UniRef:UniRef90_A0A0M0EE28
contig_3	cds	2249983	2251377	-	JPEOAD_02103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F10AF44
contig_3	cds	2251421	2252197	-	JPEOAD_02104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JJ71
contig_3	cds	2252462	2253112	+	JPEOAD_02105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CES7
contig_3	cds	2253262	2254092	+	JPEOAD_02106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	2254738	2255244	+	JPEOAD_02107	337.0	4.1e-117	0.994	0.898	0.964	UniRef:UniRef90_Q5FRG5
contig_3	cds	2255305	2256150	-	JPEOAD_02108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PR21
contig_3	cds	2256147	2257373	-	JPEOAD_02109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PX27
contig_3	cds	2257432	2257875	+	JPEOAD_02110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A858JGC9
contig_3	cds	2258180	2259334	+	JPEOAD_02111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011BE844B
contig_3	cds	2261335	2261697	-	JPEOAD_02112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0D6Q636
contig_3	cds	2261730	2262290	+	JPEOAD_02113	218.0	3.0e-69	0.978	0.915	0.582	UniRef:UniRef90_UPI000237D7DE
contig_3	cds	2262474	2263067	+	JPEOAD_02114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E2961A
contig_3	cds	2263153	2264310	+	JPEOAD_02115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E033F6
contig_3	cds	2264392	2265783	+	JPEOAD_02116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E129BB
contig_3	cds	2266084	2266221	-	JPEOAD_02117	59.7	4.4e-11	1.0	1.0	0.733	UniRef:UniRef90_F7VIA3
contig_3	cds	2266264	2266458	+	JPEOAD_02118	-	-	-	-	-	-
contig_3	cds	2266434	2268302	+	JPEOAD_02119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E17AC0
contig_3	cds	2268299	2268814	+	JPEOAD_02120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E258A1
contig_3	cds	2268783	2269346	-	JPEOAD_02121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E1128E
contig_3	cds	2269415	2270122	+	JPEOAD_02122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E24D29
contig_3	cds	2270119	2270655	+	JPEOAD_02123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E0D67A
contig_3	cds	2270683	2271525	+	JPEOAD_02124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E2765A
contig_3	cds	2271641	2272162	-	JPEOAD_02125	271.0	1.1e-90	0.948	0.841	0.774	UniRef:UniRef90_UPI0018F72C98
contig_3	cds	2272710	2273402	+	JPEOAD_02126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007E2A343
contig_3	cds	2273399	2273908	-	JPEOAD_02127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002492BF7D
contig_3	cds	2274007	2274729	+	JPEOAD_02128	477.0	1.5e-169	1.008	0.864	0.975	UniRef:UniRef90_A0A347W8E5
contig_3	cds	2274790	2275635	-	JPEOAD_02129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PR21
contig_3	cds	2275632	2276858	-	JPEOAD_02130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PX27
contig_3	cds	2276917	2277150	+	JPEOAD_02131	-	-	-	-	-	-
contig_3	cds	2278681	2278998	+	JPEOAD_02132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDFAA8
contig_3	cds	2279086	2280612	-	JPEOAD_02133	969.0	0.0	1.0	0.844	0.969	UniRef:UniRef90_UPI000DD4D269
contig_3	cds	2281155	2282642	+	JPEOAD_02134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDFB57
contig_3	cds	2282725	2283045	-	JPEOAD_02135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DD409D
contig_3	cds	2283030	2283860	-	JPEOAD_02136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DCEE1F
contig_3	cds	2283860	2284882	-	JPEOAD_02137	590.0	1.2e-211	1.003	1.0	0.918	UniRef:UniRef90_UPI001906DE80
contig_3	cds	2284879	2285811	-	JPEOAD_02138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DCFFB1
contig_3	cds	2285811	2288087	-	JPEOAD_02139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F5BE0D8
contig_3	cds	2288325	2288930	+	JPEOAD_02140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE24CC
contig_3	cds	2289401	2291911	-	JPEOAD_02141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDBD69
contig_3	cds	2292087	2293082	-	JPEOAD_02142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE1716
contig_3	cds	2293182	2293691	-	JPEOAD_02143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DDA6C8
contig_3	cds	2293928	2295103	+	JPEOAD_02144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE3026
contig_3	cds	2295162	2295482	-	JPEOAD_02145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE04EB
contig_3	cds	2295472	2295585	-	JPEOAD_02146	-	-	-	-	-	-
contig_3	cds	2295983	2296792	-	JPEOAD_02147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DD82D3
contig_3	cds	2296881	2297495	-	JPEOAD_02148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DCCA49
contig_3	cds	2297606	2300014	-	JPEOAD_02149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE2376
contig_3	cds	2300073	2301299	+	JPEOAD_02150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PX27
contig_3	cds	2301296	2302141	+	JPEOAD_02151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6S6PR21
contig_3	cds	2302202	2302516	-	JPEOAD_02152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DED6BC
contig_3	cds	2302516	2303088	-	JPEOAD_02153	-	-	-	-	-	-
contig_3	cds	2303028	2303858	-	JPEOAD_02154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C549
contig_3	cds	2303927	2304124	-	JPEOAD_02155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000313C3EA
contig_3	cds	2304385	2304945	+	JPEOAD_02156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CEC1
contig_3	cds	2305833	2306072	-	JPEOAD_02157	138.0	3.0e-41	1.051	0.933	0.855	UniRef:UniRef90_UPI000B56111E
contig_3	cds	2306430	2306867	-	JPEOAD_02158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0007DE3101
contig_3	cds	2307559	2309241	+	JPEOAD_02159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CEH7
contig_3	cds	2309238	2310929	+	JPEOAD_02160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5P3
contig_3	cds	2310993	2312603	+	JPEOAD_02161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5P2
contig_3	cds	2312618	2313757	+	JPEOAD_02162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5M4
contig_3	cds	2313771	2313965	+	JPEOAD_02163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CEE5
contig_3	cds	2313968	2314066	+	JPEOAD_02164	70.1	1.5e-15	1.0	1.0	0.969	UniRef:UniRef90_A0A1Y0UZS5
contig_3	cds	2314421	2315386	+	JPEOAD_02165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CED4
contig_3	cds	2315795	2316217	-	JPEOAD_02166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CED2
contig_3	cds	2316303	2317118	-	JPEOAD_02167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5N5
contig_3	cds	2317125	2318381	-	JPEOAD_02168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5Q8
contig_3	cds	2318890	2321340	+	JPEOAD_02169	1584.0	0.0	0.989	1.0	0.999	UniRef:UniRef90_A0A858JLN3
contig_3	cds	2321444	2322157	-	JPEOAD_02170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181C5N1
contig_3	cds	2322303	2323862	-	JPEOAD_02171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A181CEE3
