# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	2339365	2340339	-	JPEOAD_02186	nit1	Aliphatic nitrilase	COG:COG0388, COG:V, RefSeq:WP_007398732.1, SO:0001217, UniParc:UPI000207FAA1, UniRef:UniRef100_A0A181C5K5, UniRef:UniRef50_B2JQY2, UniRef:UniRef90_A0A0U5EXJ9
contig_3	cds	2340364	2340846	-	JPEOAD_02187		MSMEG_0572/Sll0783 family nitrogen starvation response protein	RefSeq:WP_007398731.1, SO:0001217, UniParc:UPI000207FAA0, UniRef:UniRef100_A0A181C5M0, UniRef:UniRef50_A0A9W6N7F9, UniRef:UniRef90_C7JIM7
contig_3	cds	2341187	2342590	-	JPEOAD_02188	aRO8	2-aminoadipate transaminase	COG:COG1167, COG:KE, RefSeq:WP_039999060.1, SO:0001217, UniParc:UPI000313B581, UniRef:UniRef100_A0A181CED0, UniRef:UniRef50_A0A0M0EDN3, UniRef:UniRef90_A0A0M0EDN3
contig_3	cds	2342849	2344009	-	JPEOAD_02189	tal	transaldolase	EC:2.2.1.2, GO:0004801, GO:0005737, GO:0006098, KEGG:K00616, RefSeq:WP_007398728.1, SO:0001217, UniParc:UPI000207FA9D, UniRef:UniRef100_A0A181CEK8, UniRef:UniRef50_A0A4V3URL3, UniRef:UniRef90_A0A181CEK8
contig_3	cds	2344037	2346139	-	JPEOAD_02190		Transketolase	RefSeq:WP_007398727.1, SO:0001217, UniParc:UPI000207FA9C, UniRef:UniRef100_A0A181C5K9, UniRef:UniRef90_A0A2V4QZU0
contig_3	cds	2346275	2346649	-	JPEOAD_02191		SDR family oxidoreductase	SO:0001217, UniRef:UniRef50_UPI002ED5D5BA
contig_3	cds	2346678	2347508	+	JPEOAD_02192	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A181C549, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	2347437	2347949	-	JPEOAD_02193		hypothetical protein	PFAM:PF00106.31, PFAM:PF13561.12
contig_3	cds	2347984	2349333	-	JPEOAD_02194		MFS transporter	RefSeq:WP_172459684.1, SO:0001217, UniParc:UPI0002DEF4D8, UniRef:UniRef100_UPI0002DEF4D8, UniRef:UniRef50_A0A0N7YL94, UniRef:UniRef90_A0A858JN51
contig_3	cds	2349481	2351283	-	JPEOAD_02195	dhaL	dihydroxyacetone kinase subunit DhaL	EC:2.7.1.121, GO:0006071, GO:0047324, KEGG:K05878, SO:0001217, UniParc:UPI000207FA98, UniRef:UniRef100_A0A181C5Z3, UniRef:UniRef50_A0A511BLC5, UniRef:UniRef90_A0A2V4QZS2
contig_3	cds	2351588	2352040	+	JPEOAD_02196	rpiB	ribose 5-phosphate isomerase B	EC:5.3.1.6, GO:0004751, GO:0009052, KEGG:K01808, RefSeq:WP_007398722.1, SO:0001217, UniParc:UPI000207F992, UniRef:UniRef100_A0A858JJ69, UniRef:UniRef50_Q92EU5, UniRef:UniRef90_A0A858JJ69
contig_3	cds	2351979	2353097	+	JPEOAD_02197		DNA-binding protein	RefSeq:WP_237701095.1, SO:0001217, UniParc:UPI0007E003F6, UniRef:UniRef100_UPI0007E003F6, UniRef:UniRef50_A0A3M4AX95, UniRef:UniRef90_A0A2V4S1N5
contig_3	cds	2353376	2354305	+	JPEOAD_02198		Drug/metabolite (DMT) transporter integral membrane protein	RefSeq:WP_007398718.1, SO:0001217, UniParc:UPI000207F98E, UniRef:UniRef100_A0A181C618, UniRef:UniRef50_A0A149UPG1, UniRef:UniRef90_A0A4P5NTR8
contig_3	cds	2354344	2354838	-	JPEOAD_02199		(2Fe-2S)-binding protein	SO:0001217, UniRef:UniRef50_UPI00156B7D47
contig_3	cds	2354867	2356183	-	JPEOAD_02200		Purine permease	RefSeq:WP_050800704.1, SO:0001217, UniParc:UPI0006826FED, UniRef:UniRef100_A0A181C5Y4, UniRef:UniRef50_A0A181C5Y4, UniRef:UniRef90_A0A181C5Y4
contig_3	cds	2356362	2357003	+	JPEOAD_02201	marR	MarR family transcriptional regulator	KEGG:K09012, RefSeq:WP_007398715.1, SO:0001217, UniParc:UPI000207F98B, UniRef:UniRef100_A0A181C5Y9, UniRef:UniRef50_A0A181C5Y9, UniRef:UniRef90_A0A181C5Y9
contig_3	cds	2357000	2360146	+	JPEOAD_02202		Molybdopterin-dependent oxidoreductase	RefSeq:WP_007398714.1, SO:0001217, UniParc:UPI000207F98A, UniRef:UniRef100_A0A181C5Y8, UniRef:UniRef50_A0A181C5Y8, UniRef:UniRef90_A0A181C5Y8
contig_3	cds	2360240	2361664	-	JPEOAD_02203		MFS transporter	SO:0001217, UniRef:UniRef50_A0A7V8FGX5, UniRef:UniRef90_A0A858JNN1
contig_3	cds	2361667	2362308	+	JPEOAD_02204		TetR/AcrR family transcriptional regulator	RefSeq:WP_039999057.1, SO:0001217, UniParc:UPI00031F22B0, UniRef:UniRef100_A0A181C5Y0, UniRef:UniRef50_N9S0G1, UniRef:UniRef90_A0A181C5Y0
contig_3	cds	2362468	2363229	+	JPEOAD_02205		SDR family oxidoreductase	RefSeq:WP_007398711.1, SO:0001217, UniParc:UPI000207F987, UniRef:UniRef100_A0A181C602, UniRef:UniRef50_A0A1Y0UZN7, UniRef:UniRef90_A0A181C602
contig_3	cds	2363262	2363699	+	JPEOAD_02206		SRPBCC family protein	SO:0001217, UniRef:UniRef50_C7JBH2, UniRef:UniRef90_A0A858JLR1
contig_3	cds	2363949	2364602	+	JPEOAD_02207		Abasic site processing protein	RefSeq:WP_007398708.1, SO:0001217, UniParc:UPI000207F984, UniRef:UniRef100_A0A181C634, UniRef:UniRef50_A0A1H3P2D9, UniRef:UniRef90_A0A181C634
contig_3	cds	2364631	2365443	-	JPEOAD_02208		Small-conductance mechanosensitive channel	SO:0001217, UniParc:UPI00030E7064, UniRef:UniRef100_A0A181C626, UniRef:UniRef50_A0A0M0ED17, UniRef:UniRef90_A0A2S3W2K6
contig_3	cds	2365659	2366699	-	JPEOAD_02209		ROS/MUCR transcriptional regulator protein	RefSeq:WP_007398705.1, SO:0001217, UniParc:UPI000207F981, UniRef:UniRef100_A0A181C607, UniRef:UniRef50_A0A181C607, UniRef:UniRef90_A0A181C607
contig_3	cds	2367084	2367542	+	JPEOAD_02210		hypothetical protein	RefSeq:WP_039999053.1, SO:0001217, UniParc:UPI0002E95295, UniRef:UniRef100_A0A858JJ31, UniRef:UniRef50_A0A858JJ31, UniRef:UniRef90_A0A858JJ31
contig_3	cds	2367611	2368441	+	JPEOAD_02211	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A181C549, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	2368498	2370582	+	JPEOAD_02212		AAA family ATPase	RefSeq:WP_007398701.1, SO:0001217, UniParc:UPI000207F97D, UniRef:UniRef100_A0A181CAR5, UniRef:UniRef50_A0A181CAR5, UniRef:UniRef90_A0A181CAR5
contig_3	cds	2370623	2371141	-	JPEOAD_02213		Nuclear transport factor 2 family protein	KEGG:K09958, RefSeq:WP_007398700.1, SO:0001217, UniParc:UPI000207F97C, UniRef:UniRef100_A0A181CAV4, UniRef:UniRef50_G8S011, UniRef:UniRef90_A0A181CAV4
contig_3	cds	2371313	2372308	-	JPEOAD_02214		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	RefSeq:WP_007398698.1, SO:0001217, UniParc:UPI000207F97A, UniRef:UniRef100_A0A181CAT9, UniRef:UniRef50_A0A418SIS7, UniRef:UniRef90_A0A181CAT9
contig_3	cds	2372376	2373158	-	JPEOAD_02215		ABC transporter permease	RefSeq:WP_039999051.1, SO:0001217, UniParc:UPI00058740E0, UniRef:UniRef100_A0A181CAT2, UniRef:UniRef50_M5F6M8, UniRef:UniRef90_A0A181CAT2
contig_3	cds	2373158	2373991	-	JPEOAD_02216		ABC transporter permease	RefSeq:WP_007398696.1, SO:0001217, UniParc:UPI000207F978, UniRef:UniRef100_A0A181CAX5, UniRef:UniRef50_A0A2S0XRX8, UniRef:UniRef90_A0A181CAX5
contig_3	cds	2373988	2375052	-	JPEOAD_02217		ABC transporter ATP-binding protein	RefSeq:WP_007398695.1, SO:0001217, UniParc:UPI000207F977, UniRef:UniRef100_A0A181CAU2, UniRef:UniRef50_M5F4A0, UniRef:UniRef90_A0A181CAU2
contig_3	cds	2375089	2376126	-	JPEOAD_02218		ABC transporter substrate-binding protein	RefSeq:WP_007398694.1, SO:0001217, UniParc:UPI000207F976, UniRef:UniRef100_A0A181CAQ2, UniRef:UniRef50_W6W3J5, UniRef:UniRef90_A0A181CAQ2
contig_3	cds	2376123	2377115	-	JPEOAD_02219		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	RefSeq:WP_039999047.1, SO:0001217, UniParc:UPI0002E4E08D, UniRef:UniRef100_UPI0002E4E08D, UniRef:UniRef50_A0A0U5ESR2, UniRef:UniRef90_A0A858JL83
contig_3	cds	2377204	2378142	+	JPEOAD_02220		Nucleoside hydrolase	SO:0001217, UniParc:UPI0005877B8F, UniRef:UniRef100_A0A181CAQ0, UniRef:UniRef50_A0A0U5ES88, UniRef:UniRef90_A0A181CAQ0
contig_3	cds	2378139	2379104	+	JPEOAD_02221		D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein	RefSeq:WP_039999122.1, SO:0001217, UniParc:UPI000586E1E8, UniRef:UniRef100_UPI000586E1E8, UniRef:UniRef50_A0A858JNR7, UniRef:UniRef90_A0A858JNR7
contig_3	cds	2379458	2380288	+	JPEOAD_02222		TauD/TfdA family dioxygenase	RefSeq:WP_039999044.1, SO:0001217, UniParc:UPI000587CC36, UniRef:UniRef100_UPI000587CC36, UniRef:UniRef50_A0A252EKD3, UniRef:UniRef90_A0A858JG14
contig_3	cds	2380398	2382815	+	JPEOAD_02223		TonB-dependent receptor	RefSeq:WP_007398688.1, SO:0001217, UniParc:UPI000207F970, UniRef:UniRef100_A0A181CAU5, UniRef:UniRef50_A0A181CAU5, UniRef:UniRef90_A0A181CAU5
contig_3	cds	2383131	2383853	+	JPEOAD_02224		Class II aldolase/adducin family protein	SO:0001217, UniRef:UniRef50_A0A0U5B7Z0, UniRef:UniRef90_A0A858JIS9
contig_3	cds	2383988	2384659	+	JPEOAD_02225	gntR	GntR family transcriptional regulator	RefSeq:WP_050800690.1, SO:0001217, UniParc:UPI0002D28C2F, UniRef:UniRef100_A0A181CAS3, UniRef:UniRef50_A0A181CAS3, UniRef:UniRef90_A0A181CAS3
contig_3	cds	2384784	2385689	-	JPEOAD_02226	lysR	LysR family transcriptional regulator	RefSeq:WP_007398684.1, SO:0001217, UniParc:UPI000207F96C, UniRef:UniRef100_A0A181CAW5, UniRef:UniRef50_A0A181CAW5, UniRef:UniRef90_A0A181CAW5
contig_3	cds	2385863	2386870	+	JPEOAD_02227		ABC transporter substrate-binding protein	RefSeq:WP_172459714.1, SO:0001217, UniParc:UPI0002FF7540, UniRef:UniRef100_A0A858JF52, UniRef:UniRef50_A0A6V8IJ65, UniRef:UniRef90_A0A858JF52
contig_3	cds	2386867	2388231	+	JPEOAD_02228		amidohydrolase family protein	RefSeq:WP_007398681.1, SO:0001217, UniParc:UPI000207F86D, UniRef:UniRef100_A0A181CAP0, UniRef:UniRef50_A0A1A0DE57, UniRef:UniRef90_A0A181CAP0
contig_3	cds	2388253	2388759	-	JPEOAD_02229		DUF2165 domain-containing protein	RefSeq:WP_007398680.1, SO:0001217, UniParc:UPI000207F86C, UniRef:UniRef100_A0A181CAQ9, UniRef:UniRef50_A0A2L0RUZ7, UniRef:UniRef90_A0A181CAQ9
contig_3	cds	2388960	2390024	-	JPEOAD_02230		Nucleoside hydrolase	RefSeq:WP_039999039.1, SO:0001217, UniParc:UPI0002D6B707, UniRef:UniRef100_A0A181CAP1, UniRef:UniRef50_A0A812S030, UniRef:UniRef90_A0A181CAP1
contig_3	cds	2390183	2391745	-	JPEOAD_02231		adenosine deaminase	RefSeq:WP_007398677.1, SO:0001217, UniParc:UPI000207F869, UniRef:UniRef100_A0A858JS45, UniRef:UniRef50_A0A918XP36, UniRef:UniRef90_A0A858JS45
contig_3	cds	2391865	2394255	-	JPEOAD_02232		TonB-dependent receptor	RefSeq:WP_223846682.1, SO:0001217, UniParc:UPI0007DD20C4, UniRef:UniRef100_A0A858JK81, UniRef:UniRef50_A0A839UUC5, UniRef:UniRef90_A0A858JK81
contig_3	cds	2394739	2395908	-	JPEOAD_02233		Nucleoside hydrolase	SO:0001217, UniRef:UniRef50_T0IVH3, UniRef:UniRef90_A0A318QHP7
contig_3	cds	2396096	2397292	-	JPEOAD_02234		MFS transporter	RefSeq:WP_223846681.1, SO:0001217, UniParc:UPI0007DD9B7E, UniRef:UniRef100_A0A858JG05, UniRef:UniRef50_A0A0D6Q551, UniRef:UniRef90_A0A858JG05
contig_3	cds	2397309	2398616	-	JPEOAD_02235		Lipase	RefSeq:WP_034931354.1, SO:0001217, UniParc:UPI0004D85058, UniRef:UniRef100_A0A181CAR4, UniRef:UniRef50_G2I482, UniRef:UniRef90_A0A181CAR4
contig_3	cds	2398718	2399590	-	JPEOAD_02236		Methylenetetrahydrofolate reductase	RefSeq:WP_051672092.1, SO:0001217, UniParc:UPI00068D53B8, UniRef:UniRef100_A0A181CAV6, UniRef:UniRef50_G2I481, UniRef:UniRef90_A0A181CAV6
contig_3	cds	2399583	2400434	-	JPEOAD_02237	folD	Bifunctional protein FolD	RefSeq:WP_051672090.1, SO:0001217, UniParc:UPI00068934FB, UniRef:UniRef100_A0A181CAS2, UniRef:UniRef50_A0A181CAS2, UniRef:UniRef90_A0A181CAS2
contig_3	cds	2400459	2401040	-	JPEOAD_02238		NAD(P)H-dependent oxidoreductase	RefSeq:WP_007398668.1, SO:0001217, UniParc:UPI000207F860, UniRef:UniRef100_A0A181CAN1, UniRef:UniRef50_A0A1R3U2N6, UniRef:UniRef90_A0A181CAN1
contig_3	cds	2401217	2401936	+	JPEOAD_02239		Helix-turn-helix domain-containing protein	RefSeq:WP_034931349.1, SO:0001217, UniParc:UPI0004D80763, UniRef:UniRef100_A0A181CAP9, UniRef:UniRef50_A0A318QYN5, UniRef:UniRef90_A0A181CAP9
contig_3	cds	2401949	2402866	+	JPEOAD_02240	folD	Bifunctional protein FolD	RefSeq:WP_007398666.1, SO:0001217, UniParc:UPI000207F85E, UniRef:UniRef100_A0A181CAN2, UniRef:UniRef50_A0A318QYL2, UniRef:UniRef90_A0A181CAN2
contig_3	cds	2402999	2404765	-	JPEOAD_02241		Adenine deaminase	EC:3.5.4.2, KEGG:K01486, RefSeq:WP_039999109.1, SO:0001217, UniParc:UPI0002F21E94, UniRef:UniRef100_A0A181CAS5, UniRef:UniRef50_A0A1W6PW47, UniRef:UniRef90_G2I478
contig_3	cds	2404819	2406162	-	JPEOAD_02242		Xanthine/uracil transporter	RefSeq:WP_007398664.1, SO:0001217, UniParc:UPI000207F85C, UniRef:UniRef100_A0A181CAN5, UniRef:UniRef50_A0A511B351, UniRef:UniRef90_G2I477
contig_3	cds	2406267	2407052	-	JPEOAD_02243	gntR	GntR family transcriptional regulator	RefSeq:WP_034931391.1, SO:0001217, UniParc:UPI0004DA259D, UniRef:UniRef100_A0A181CAS4, UniRef:UniRef50_G2I476, UniRef:UniRef90_A0A181CAS4
contig_3	cds	2407342	2408838	+	JPEOAD_02244		Acid phosphatase	EC:3.1.4.3, KEGG:K01114, RefSeq:WP_007398660.1, SO:0001217, UniParc:UPI000207F858, UniRef:UniRef100_A0A858JMT0, UniRef:UniRef50_A0A0U5F2J8, UniRef:UniRef90_A0A858JMT0
contig_3	cds	2408845	2409654	+	JPEOAD_02245		Ribonuclease I	EC:4.6.1.21, KEGG:K01169, RefSeq:WP_007398659.1, SO:0001217, UniParc:UPI000207F857, UniRef:UniRef100_A0A181CAQ4, UniRef:UniRef50_A0A1Y0UZV1, UniRef:UniRef90_A0A181CAQ4
contig_3	cds	2409756	2411375	-	JPEOAD_02246		Carboxylic ester hydrolase	RefSeq:WP_112210009.1, SO:0001217, UniParc:UPI0007DDA850, UniRef:UniRef100_A0A181CAU3, UniRef:UniRef50_A0A318R862, UniRef:UniRef90_A0A181CAU3
contig_3	cds	2411436	2412746	-	JPEOAD_02247		Phospholipase D	RefSeq:WP_083824454.1, SO:0001217, UniParc:UPI0007DE0334, UniRef:UniRef100_A0A181CAR1, UniRef:UniRef50_G2I326, UniRef:UniRef90_A0A181CAR1
contig_3	cds	2412822	2413736	-	JPEOAD_02248		S1/P1 Nuclease	EC:3.1.30.1, KEGG:K05986, RefSeq:WP_007398655.1, SO:0001217, UniParc:UPI000207F851, UniRef:UniRef100_A0A858JSH0, UniRef:UniRef50_Q5NRA3, UniRef:UniRef90_A0A858JSH0
contig_3	cds	2413783	2414829	-	JPEOAD_02249		Purine nucleoside transporter	SO:0001217, UniParc:UPI0002FEE06D, UniRef:UniRef100_A0A181CAN9, UniRef:UniRef50_G6XMQ1, UniRef:UniRef90_G2I473
contig_3	cds	2415084	2416520	-	JPEOAD_02250		5-methylthioadenosine/S-adenosylhomocysteine deaminase	RefSeq:WP_007398653.1, SO:0001217, UniParc:UPI000207F84F, UniRef:UniRef100_A0A858JMU1, UniRef:UniRef50_A0A6V8IF62, UniRef:UniRef90_A0A0D6Q6Z2
contig_3	cds	2416578	2417846	-	JPEOAD_02251		cytosine deaminase	EC:3.5.4.1, GO:0016810, SO:0001217, UniRef:UniRef50_A0A7W4P6Y5, UniRef:UniRef90_A0A858JJA6
contig_3	cds	2418055	2419044	+	JPEOAD_02252		ABC transporter substrate-binding protein	RefSeq:WP_039999098.1, SO:0001217, UniParc:UPI000587118E, UniRef:UniRef100_A0A181CAM7, UniRef:UniRef50_A0A181CAM7, UniRef:UniRef90_A0A181CAM7
contig_3	cds	2419041	2419829	+	JPEOAD_02253		ABC transporter ATP-binding protein	RefSeq:WP_039999031.1, SO:0001217, UniParc:UPI000318573F, UniRef:UniRef100_A0A181CAR3, UniRef:UniRef50_D6CNR8, UniRef:UniRef90_A0A181CAR3
contig_3	cds	2419834	2420616	+	JPEOAD_02254		ABC transporter ATP-binding protein	RefSeq:WP_039999029.1, SO:0001217, UniParc:UPI00031B63AB, UniRef:UniRef100_A0A181CAP7, UniRef:UniRef50_F1YQY2, UniRef:UniRef90_A0A0N0MEM2
contig_3	cds	2420649	2421470	+	JPEOAD_02255		Creatininase family protein	RefSeq:WP_007398648.1, SO:0001217, UniParc:UPI000207F84A, UniRef:UniRef100_A0A181CAP6, UniRef:UniRef50_A0A839UXR4, UniRef:UniRef90_A0A181CAP6
contig_3	cds	2421497	2422858	+	JPEOAD_02256		FAD-binding oxidoreductase	RefSeq:WP_007398647.1, SO:0001217, UniParc:UPI0002080ABA, UniRef:UniRef100_A0A181CAT1, UniRef:UniRef50_A0A0D6ML28, UniRef:UniRef90_A0A181CAT1
contig_3	cds	2422855	2424504	+	JPEOAD_02257		CocE/NonD family hydrolase	KEGG:K06978, RefSeq:WP_007398646.1, SO:0001217, UniParc:UPI0002080AB9, UniRef:UniRef100_A0A181CAQ1, UniRef:UniRef50_A0A839V1N8, UniRef:UniRef90_A0A181CAQ1
contig_3	cds	2424506	2424925	+	JPEOAD_02258		Cupin type-2 domain-containing protein	RefSeq:WP_007398645.1, SO:0001217, UniParc:UPI0002080AB8, UniRef:UniRef100_A0A181CAL2, UniRef:UniRef50_A0A1W6YUE4, UniRef:UniRef90_A0A0D6Q5C3
contig_3	cds	2424936	2425709	+	JPEOAD_02259		Isochorismatase family protein	RefSeq:WP_007398644.1, SO:0001217, UniParc:UPI0002080AB7, UniRef:UniRef100_A0A181CAM8, UniRef:UniRef50_A0A401HTT4, UniRef:UniRef90_A0A181CAM8
contig_3	cds	2425782	2427305	-	JPEOAD_02260		Lipoprotein	EC:2.5.1.2, KEGG:K10811, RefSeq:WP_139064290.1, SO:0001217, UniParc:UPI0007DDE5A4, UniRef:UniRef100_A0A181CAL0, UniRef:UniRef50_A0A318QX61, UniRef:UniRef90_A0A181CAL0
contig_3	cds	2427368	2428078	-	JPEOAD_02261	tenA	thiaminase II	EC:3.5.99.2, GO:0006772, GO:0050334, RefSeq:WP_007398642.1, SO:0001217, UniParc:UPI0002080AB5, UniRef:UniRef100_A0A181CAQ6, UniRef:UniRef50_A0A318QX33, UniRef:UniRef90_A0A181CAQ6
contig_3	cds	2428137	2428874	-	JPEOAD_02262	gntR	GntR family transcriptional regulator	RefSeq:WP_007398641.1, SO:0001217, UniParc:UPI0002080AB4, UniRef:UniRef100_A0A181CAL5, UniRef:UniRef50_A0A318QUX0, UniRef:UniRef90_A0A181CAL5
contig_3	cds	2428871	2430379	-	JPEOAD_02263		Aldehyde dehydrogenase family protein	SO:0001217, UniRef:UniRef50_A0AAJ3NVJ9, UniRef:UniRef90_A0A858JIW8
contig_3	cds	2430417	2432645	-	JPEOAD_02264		N,N-dimethylformamidase	RefSeq:WP_007398639.1, SO:0001217, UniParc:UPI0002080AB2, UniRef:UniRef100_A0A181CAN7, UniRef:UniRef50_A0A181CAN7, UniRef:UniRef90_A0A181CAN7
contig_3	cds	2432642	2433016	-	JPEOAD_02265		hypothetical protein	RefSeq:WP_007398638.1, SO:0001217, UniParc:UPI0002080AB1, UniRef:UniRef100_A0A181CAN6, UniRef:UniRef50_A0A318QQA1, UniRef:UniRef90_A0A181CAN6
contig_3	cds	2433013	2433939	-	JPEOAD_02266		ABC transporter substrate-binding protein	KEGG:K15598, RefSeq:WP_240601573.1, SO:0001217, UniParc:UPI0007DD9771, UniRef:UniRef100_A0A858JL57, UniRef:UniRef50_A0A858JL57, UniRef:UniRef90_A0A858JL57
contig_3	cds	2434295	2435071	+	JPEOAD_02267		ABC transporter ATP-binding protein	RefSeq:WP_007398635.1, SO:0001217, UniParc:UPI0002080AAE, UniRef:UniRef100_A0A181CAN8, UniRef:UniRef50_A0A2R8CP90, UniRef:UniRef90_A0A181CAN8
contig_3	cds	2435068	2435829	+	JPEOAD_02268		ABC transporter permease	RefSeq:WP_007398634.1, SO:0001217, UniParc:UPI0002080AAD, UniRef:UniRef100_A0A181CAK2, UniRef:UniRef50_A0A963VXV4, UniRef:UniRef90_A0A181CAK2
contig_3	cds	2435826	2436683	+	JPEOAD_02269		Alpha/beta hydrolase	RefSeq:WP_007398633.1, SO:0001217, UniParc:UPI0002080AAC, UniRef:UniRef100_A0A858JFX9, UniRef:UniRef50_A0A318R6S4, UniRef:UniRef90_A0A858JFX9
contig_3	cds	2436680	2438026	+	JPEOAD_02270		Amidohydrolase-related domain-containing protein	RefSeq:WP_007398632.1, SO:0001217, UniParc:UPI0002080AAB, UniRef:UniRef100_A0A181CAK0, UniRef:UniRef50_A0A147HC24, UniRef:UniRef90_A0A0D6Q9N2
contig_3	cds	2438070	2439350	+	JPEOAD_02271		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha	EC:1.14.12.1, KEGG:K16319, RefSeq:WP_007398631.1, SO:0001217, UniParc:UPI0002080AAA, UniRef:UniRef100_A0A858JLJ3, UniRef:UniRef50_A0A2S6U092, UniRef:UniRef90_A0A0D6QA56
contig_3	cds	2439347	2439835	+	JPEOAD_02272		Aromatic-ring-hydroxylating dioxygenase subunit beta	RefSeq:WP_007398630.1, SO:0001217, UniParc:UPI0002080AA9, UniRef:UniRef100_A0A181CAK4, UniRef:UniRef50_A0A181CAK4, UniRef:UniRef90_A0A181CAK4
contig_3	cds	2439835	2440233	+	JPEOAD_02273	ridA	RidA family protein	SO:0001217, UniRef:UniRef50_A0A858JP24, UniRef:UniRef90_A0A858JP24
contig_3	cds	2440230	2441066	+	JPEOAD_02274		Hydrolase	RefSeq:WP_007398628.1, SO:0001217, UniParc:UPI0002080AA7, UniRef:UniRef100_A0A181CAM5, UniRef:UniRef50_A0A0D6QBM6, UniRef:UniRef90_A0A0D6QBM6
contig_3	cds	2441107	2442141	-	JPEOAD_02275		alcohol dehydrogenase	RefSeq:WP_039999021.1, SO:0001217, UniParc:UPI000587177C, UniRef:UniRef100_A0A181CAM6, UniRef:UniRef50_A0A4Y3TSQ9, UniRef:UniRef90_A0A181CAM6
contig_3	cds	2442613	2443860	-	JPEOAD_02276		Amidohydrolase family protein	RefSeq:WP_007398624.1, SO:0001217, UniParc:UPI0002080AA3, UniRef:UniRef100_A0A181CAQ8, UniRef:UniRef50_M9R1I7, UniRef:UniRef90_A0A181CAQ8
contig_3	cds	2443857	2445182	-	JPEOAD_02277		Cytosine permease	RefSeq:WP_223846679.1, SO:0001217, UniParc:UPI0007DD1DEC, UniRef:UniRef100_UPI0007DD1DEC, UniRef:UniRef50_A0A1U9KFA2, UniRef:UniRef90_A0A858JPH7
contig_3	cds	2445357	2446451	-	JPEOAD_02278		2OG-Fe(II) oxygenase	SO:0001217, UniParc:UPI000586DD85, UniRef:UniRef100_A0A181CAJ2, UniRef:UniRef50_A0A0D6QB91, UniRef:UniRef90_A0A181CAJ2
contig_3	cds	2446607	2447437	-	JPEOAD_02279	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_035366909.1, SO:0001217, UniParc:UPI00031FF3C8, UniRef:UniRef100_A0A2D3HAT8, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	2447526	2448356	-	JPEOAD_02280	tnp	IS5 family IS1032 transposase	COG:COG3293, COG:X, GO:0004803, IS:IS1032, RefSeq:WP_039998273.1, SO:0001217, UniParc:UPI00030568FB, UniRef:UniRef100_A0A181C549, UniRef:UniRef50_A0A918PLV0, UniRef:UniRef90_Q44566
contig_3	cds	2448509	2451034	+	JPEOAD_02281		TonB-dependent receptor	RefSeq:WP_007398620.1, SO:0001217, UniParc:UPI0002080A9F, UniRef:UniRef100_UPI0002080A9F, UniRef:UniRef50_A0A7W4JDQ7, UniRef:UniRef90_A0A318R6R7
contig_3	cds	2451135	2452226	-	JPEOAD_02282		Purine nucleoside permease	SO:0001217, UniRef:UniRef50_A0A060QJ89, UniRef:UniRef90_A0A858JKR8
contig_3	cds	2452815	2454188	+	JPEOAD_02283		Carbohydrate porin	SO:0001217, UniRef:UniRef50_A0A858JIA6, UniRef:UniRef90_A0A858JIA6
contig_3	cds	2454287	2454904	-	JPEOAD_02284		Glutathione S-transferase family protein	RefSeq:WP_007398612.1, SO:0001217, UniParc:UPI0002080A97, UniRef:UniRef100_A0A181C561, UniRef:UniRef50_A0A181C561, UniRef:UniRef90_A0A181C561
contig_3	cds	2454901	2455929	-	JPEOAD_02285		adenosine deaminase	EC:3.5.4.2, EC:3.5.4.4, GO:0000034, GO:0006146, KEGG:K21053, RefSeq:WP_007398611.1, SO:0001217, UniParc:UPI0002080A96, UniRef:UniRef100_A0A181C588, UniRef:UniRef50_C1DGB0, UniRef:UniRef90_A0A181C588
contig_3	cds	2456128	2457219	+	JPEOAD_02286		ABC transporter substrate-binding protein	RefSeq:WP_007398609.1, SO:0001217, UniParc:UPI0002080A94, UniRef:UniRef100_A0A181C589, UniRef:UniRef50_A0A0D7PJQ0, UniRef:UniRef90_A0A181C589
contig_3	cds	2457204	2458010	+	JPEOAD_02287		ABC transporter ATP-binding protein	RefSeq:WP_202795782.1, SO:0001217, UniParc:UPI0002ED01F7, UniRef:UniRef100_A0A858JS91, UniRef:UniRef50_A0A418UYD6, UniRef:UniRef90_A0A858JS91
