#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1522082	1522189	-	CENAFE_07880	3.9	4.6		SO:0001217, UniParc:UPI0007E26974, UniRef:UniRef100_A0A181C591, UniRef:UniRef50_A0A181C591, UniRef:UniRef90_A0A181C591
contig_1	1529447	1529611	+	CENAFE_07915	6.3	9.7		SO:0001217, UniParc:UPI0007E22516, UniRef:UniRef100_A0A181C5B0, UniRef:UniRef50_A0A181C5B0, UniRef:UniRef90_A0A181C5B0
contig_1	1530436	1530597	-	CENAFE_07925	5.7	11.0		SO:0001217, UniParc:UPI0007DFDDAE, UniRef:UniRef100_A0A181C5B2, UniRef:UniRef50_A0A181C5B2, UniRef:UniRef90_A0A181C5B2
contig_1	1530602	1530751	-	CENAFE_07930	5.3	5.1		SO:0001217, UniParc:UPI0007DF7BF3, UniRef:UniRef100_A0A181C597, UniRef:UniRef50_A0A181C597, UniRef:UniRef90_A0A181C597
contig_1	1530748	1530999	-	CENAFE_07935	9.4	10.6		SO:0001217, UniParc:UPI0007E0477F, UniRef:UniRef100_A0A181C5C3, UniRef:UniRef50_A0A181C5C3, UniRef:UniRef90_A0A181C5C3
contig_1	1559835	1560404	+	CENAFE_08045	19.9	11.6		SO:0001217, UniParc:UPI000308AC98, UniRef:UniRef100_A0A070AED1, UniRef:UniRef50_A0A318QMC6, UniRef:UniRef90_A0A070AED1
contig_1	1574108	1574656	+	CENAFE_08110	18.3	5.7		RefSeq:WP_007399489.1, SO:0001217, UniParc:UPI000207FD58, UniRef:UniRef100_A0A2D3HBD1, UniRef:UniRef50_G2I633, UniRef:UniRef90_A0A2D3HBD1
contig_1	1578460	1578834	-	CENAFE_08130	13.1	9.1		RefSeq:WP_007399493.1, SO:0001217, UniParc:UPI000207FD5C, UniRef:UniRef100_A0A2D3HB88, UniRef:UniRef50_A0A1U9RLW8, UniRef:UniRef90_A0A2D3HB88
contig_1	1605173	1605304	+	CENAFE_08235	4.5	6.5		SO:0001217, UniParc:UPI000207FEBF, UniRef:UniRef100_A0A181CCV8, UniRef:UniRef50_A0A0P0YEY1, UniRef:UniRef90_A0A347WCB7
contig_1	1609402	1610523	-	CENAFE_08255	40.3	9.3		SO:0001217, UniParc:UPI0007DD0676, UniRef:UniRef100_A0A2D3HB98, UniRef:UniRef50_A0A269XYQ2, UniRef:UniRef90_A0A070ACQ4
contig_1	1612688	1613539	+	CENAFE_08265	30.8	5.8		SO:0001217, UniParc:UPI000207FEC9, UniRef:UniRef100_A0A2D3HHW5, UniRef:UniRef50_W5YI68, UniRef:UniRef90_A0A2D3HHW5
contig_1	1621333	1621614	+	CENAFE_08310	9.7	12.0		RefSeq:WP_034933297.1, SO:0001217, UniParc:UPI0004D5F7CA, UniRef:UniRef100_A0A2D3HBC1, UniRef:UniRef50_A0A2D3HBC1, UniRef:UniRef90_A0A2D3HBC1
contig_1	1648796	1648948	+	CENAFE_08445	5.9	11.2		SO:0001217, UniParc:UPI000207FFEC, UniRef:UniRef100_A0A181CCJ6, UniRef:UniRef50_A0A181CCJ6, UniRef:UniRef90_A0A181CCJ6
contig_1	1653110	1653631	+	CENAFE_08460	19.4	7.9		RefSeq:WP_007399576.1, SO:0001217, UniParc:UPI00020800DD, UniRef:UniRef100_A0A2D3HBA2, UniRef:UniRef50_A0A4Y3TT38, UniRef:UniRef90_G2I5X0
contig_1	1661343	1661531	-	CENAFE_08520	6.7	6.5		RefSeq:WP_007399589.1, SO:0001217, UniParc:UPI00020800EA, UniRef:UniRef100_A0A2D3HB76, UniRef:UniRef50_W5YB34, UniRef:UniRef90_A0A070A5X4
contig_1	1664807	1665112	+	CENAFE_08545	10.0	9.4		RefSeq:WP_007399594.1, SO:0001217, UniParc:UPI00020800EF, UniRef:UniRef100_A0A2D3HBA6, UniRef:UniRef50_G2I5V4, UniRef:UniRef90_A0A2D3HBA6
contig_1	1692049	1693644	+	CENAFE_08630	60.6	9.1	PF00623.23|RNA_pol_Rpb1_2, PF00623.23|RNA_pol_Rpb1_2, PF04983.21|RNA_pol_Rpb1_3, PF04997.15|RNA_pol_Rpb1_1	PFAM:PF00623.23, PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15
contig_1	1716133	1716390	+	CENAFE_08805	9.0	4.7		RefSeq:WP_007399652.1, SO:0001217, UniParc:UPI0002080214, UniRef:UniRef100_A0A2D3HBL4, UniRef:UniRef50_G2I5Q3, UniRef:UniRef90_G2I5Q3
contig_1	1734198	1736924	-	CENAFE_08870	95.4	5.5	PF07584.14|BatA, PF13709.9|DUF4159	PFAM:PF07584.14, PFAM:PF13709.9, RefSeq:WP_007399665.1, SO:0001217, UniParc:UPI0002080323, UniRef:UniRef100_A0A2D3HBH7, UniRef:UniRef50_A0A149UJ49, UniRef:UniRef90_A0A070A7F7
contig_1	1764413	1764961	+	CENAFE_08985	20.5	5.0		RefSeq:WP_034933097.1, SO:0001217, UniParc:UPI0004D4BE85, UniRef:UniRef100_A0A070AC82, UniRef:UniRef50_G2I5L0, UniRef:UniRef90_A0A070AC82
contig_1	1776363	1776983	-	CENAFE_09040	21.6	10.4		RefSeq:WP_007399702.1, SO:0001217, UniParc:UPI0002080436, UniRef:UniRef100_A0A2D3HBJ7, UniRef:UniRef50_A0A1U9KSR0, UniRef:UniRef90_A0A2D3HBJ7
contig_1	1783654	1784622	+	CENAFE_09075	33.8	8.7		RefSeq:WP_039999671.1, SO:0001217, UniParc:UPI00031C1D49, UniRef:UniRef100_A0A2D3HBR6, UniRef:UniRef50_G2I5J3, UniRef:UniRef90_A0A070A5J4
contig_1	1784625	1785167	+	CENAFE_09080	17.8	8.1		RefSeq:WP_007399711.1, SO:0001217, UniParc:UPI000208043F, UniRef:UniRef100_A0A2D3HBP8, UniRef:UniRef50_G2I5J2, UniRef:UniRef90_A0A070A630
contig_1	1785164	1786228	+	CENAFE_09085	35.8	9.4		RefSeq:WP_007399712.1, SO:0001217, UniParc:UPI0002080440, UniRef:UniRef100_A0A2D3HBJ3, UniRef:UniRef50_G2I5J1, UniRef:UniRef90_A0A070AC66
contig_1	1797149	1797550	-	CENAFE_09150	14.1	6.3		RefSeq:WP_034933056.1, SO:0001217, UniParc:UPI0004D67E3D, UniRef:UniRef100_A0A2D3HBN5, UniRef:UniRef50_G2I5H9, UniRef:UniRef90_G2I5H9
contig_1	1814163	1814477	+	CENAFE_09220	11.5	9.3		RefSeq:WP_007399742.1, SO:0001217, UniParc:UPI000208055E, UniRef:UniRef100_A0A2D3HBK5, UniRef:UniRef50_A0A318Q000, UniRef:UniRef90_G2I5G5
contig_1	1814517	1814666	-	CENAFE_09225	6.2	6.0		
contig_1	1814656	1815078	-	CENAFE_09230	16.0	9.2		
contig_1	1818777	1819256	-	CENAFE_09250	16.5	5.2		RefSeq:WP_007399747.1, SO:0001217, UniParc:UPI0002080563, UniRef:UniRef100_A0A181CCA9, UniRef:UniRef50_G2I5G0, UniRef:UniRef90_A0A070A5I9
contig_1	1819275	1819931	-	CENAFE_09255	25.0	9.5		RefSeq:WP_007399748.1, SO:0001217, UniParc:UPI0002080564, UniRef:UniRef100_A0A2D3HBP1, UniRef:UniRef50_G2I5F9, UniRef:UniRef90_A0A2D3HBP1
contig_1	1823800	1824096	-	CENAFE_09285	10.5	9.9		RefSeq:WP_007399755.1, SO:0001217, UniParc:UPI000208056B, UniRef:UniRef100_A0A2D3HBN7, UniRef:UniRef50_G2I5F3, UniRef:UniRef90_A0A070A5E9
contig_1	1827904	1828482	-	CENAFE_09300	21.3	6.6		RefSeq:WP_007399758.1, SO:0001217, UniParc:UPI000208056E, UniRef:UniRef100_A0A2D3HBY7, UniRef:UniRef50_G2I5F0, UniRef:UniRef90_G2I5F0
contig_1	1831484	1831783	+	CENAFE_09320	10.8	11.5		SO:0001217, UniParc:UPI00067FA9B4, UniRef:UniRef100_A0A858JM61, UniRef:UniRef50_A0A858JM61, UniRef:UniRef90_A0A858JM61
contig_1	1849610	1849717	-	CENAFE_09435	3.5	9.3		SO:0001217, UniParc:UPI0007DDE881, UniRef:UniRef100_A0A181CBZ5, UniRef:UniRef50_A0A181CBZ5, UniRef:UniRef90_A0A181CBZ5
contig_1	1859629	1859895	+	CENAFE_09485	9.1	4.7		RefSeq:WP_034932959.1, SO:0001217, UniParc:UPI0004D8ACF9, UniRef:UniRef100_A0A2D3HHY4, UniRef:UniRef50_A0A6M8HPZ4, UniRef:UniRef90_A0A0D6PYZ9
contig_1	1903410	1903541	-	CENAFE_09690	4.8	6.0		
contig_1	1919549	1919710	-	CENAFE_09740	6.3	6.7		RefSeq:WP_156953916.1, SO:0001217, UniParc:UPI00030F4D58, UniRef:UniRef100_A0A181CBY9, UniRef:UniRef50_A0A181CBY9, UniRef:UniRef90_A0A181CBY9
contig_1	1919771	1920106	-	CENAFE_09745	12.1	10.4		RefSeq:WP_034933366.1, SO:0001217, UniParc:UPI00031C6176, UniRef:UniRef100_A0A2D3HHS2, UniRef:UniRef50_A0A2D3HHS2, UniRef:UniRef90_A0A2D3HHS2
contig_1	1920189	1920305	-	CENAFE_09750	4.0	9.5		SO:0001217, UniParc:UPI0007DE1A84, UniRef:UniRef100_A0A181CBW1, UniRef:UniRef50_A0A181CBW1, UniRef:UniRef90_A0A181CBW1
contig_1	1920428	1920613	-	CENAFE_09755	6.2	6.5		RefSeq:WP_007399855.1, SO:0001217, UniParc:UPI00020808CA, UniRef:UniRef100_A0A2D3HBY4, UniRef:UniRef50_W5Y7Z4, UniRef:UniRef90_A0A2D3HBY4
contig_1	1920726	1920866	-	CENAFE_09760	5.0	10.0		RefSeq:WP_007399856.1, SO:0001217, UniParc:UPI00020808CB, UniRef:UniRef100_A0A181CBY0, UniRef:UniRef50_W5Y7S7, UniRef:UniRef90_A0A181CBY0
contig_1	1920901	1921032	-	CENAFE_09765	4.8	10.7		SO:0001217, UniParc:UPI0002EF1751, UniRef:UniRef100_A0A181CBT5, UniRef:UniRef50_A0A2S3W037, UniRef:UniRef90_A0A181CBT5
contig_1	1932293	1933417	+	CENAFE_09815	39.5	5.4		RefSeq:WP_139064275.1, SO:0001217, UniParc:UPI0002E3CF89, UniRef:UniRef100_A0A858JI56, UniRef:UniRef50_A0A858JI56, UniRef:UniRef90_A0A858JI56
contig_1	1934086	1934439	+	CENAFE_09820	13.0	11.0		
contig_1	1934920	1937958	+	CENAFE_09825	99.7	4.4	PF13332.9|Fil_haemagg_2, PF13332.9|Fil_haemagg_2, PF13332.9|Fil_haemagg_2	PFAM:PF13332.9, PFAM:PF13332.9, PFAM:PF13332.9, RefSeq:WP_007397825.1, SO:0001217, UniParc:UPI00020805FC, UniRef:UniRef100_A0A2D3HAY6, UniRef:UniRef50_A0A2D3HAY6, UniRef:UniRef90_A0A2D3HAY6
contig_1	1939042	1939593	+	CENAFE_09830	19.9	8.9		SO:0001217, UniParc:UPI0007E1776C, UniRef:UniRef100_A0A181C5B9, UniRef:UniRef50_A0A1U9RKE3, UniRef:UniRef90_A0A181C5B9
contig_1	1939844	1940467	+	CENAFE_09835	24.2	8.9		RefSeq:WP_139064278.1, SO:0001217, UniParc:UPI0007DF7BCC, UniRef:UniRef100_A0A2D3HAW1, UniRef:UniRef50_A0A2D3HAW1, UniRef:UniRef90_A0A2D3HAW1
contig_1	1940745	1941140	+	CENAFE_09840	14.6	4.6		RefSeq:WP_050800604.1, SO:0001217, UniParc:UPI0006818DB5, UniRef:UniRef100_A0A2D3HAW2, UniRef:UniRef50_A0A2D3HAW2, UniRef:UniRef90_A0A2D3HAW2
contig_1	1944517	1945884	+	CENAFE_09865	46.1	4.4		SO:0001217, UniRef:UniRef50_A0A2D3HAX5, UniRef:UniRef90_A0A2D3HAX5
contig_1	1946811	1947437	-	CENAFE_09870	22.5	11.0		SO:0001217, UniParc:UPI0007DDFF64, UniRef:UniRef100_A0A181CE80, UniRef:UniRef50_A0A181CE80, UniRef:UniRef90_A0A181CE80
contig_1	1951742	1952062	+	CENAFE_09895	11.8	6.0		
contig_1	1964017	1964388	-	CENAFE_09940	13.9	4.5		RefSeq:WP_172459683.1, SO:0001217, UniParc:UPI0007DFCC91, UniRef:UniRef100_A0A181C5T4, UniRef:UniRef50_G2I423, UniRef:UniRef90_A0A181C5T4
contig_1	1969302	1969424	+	CENAFE_09965	4.6	8.6		SO:0001217, UniParc:UPI0007E0DB40, UniRef:UniRef100_A0A181C5V6, UniRef:UniRef50_A0A181C5V6, UniRef:UniRef90_A0A181C5V6
contig_1	1974731	1974850	+	CENAFE_10000	4.3	9.1		SO:0001217, UniParc:UPI000315060E, UniRef:UniRef100_A0A181C571, UniRef:UniRef50_W5Y761, UniRef:UniRef90_A0A181C571
contig_1	1976667	1978277	-	CENAFE_10020	59.7	8.2		KEGG:K16922, RefSeq:WP_007397962.1, SO:0001217, UniParc:UPI0002080974, UniRef:UniRef100_A0A2D3HF47, UniRef:UniRef50_A0A2D3HF47, UniRef:UniRef90_A0A2D3HF47
contig_1	2005349	2005585	-	CENAFE_10090	9.0	10.0		SO:0001217, UniParc:UPI0007DD3A9D, UniRef:UniRef100_A0A858JMS0, UniRef:UniRef50_A0A858JMS0, UniRef:UniRef90_A0A858JMS0
contig_1	2014100	2014213	+	CENAFE_10115	4.1	4.6		SO:0001217, UniParc:UPI0007DD572E, UniRef:UniRef100_A0A181C9C8, UniRef:UniRef50_A0A181C9C8, UniRef:UniRef90_A0A181C9C8
contig_1	2022265	2022612	+	CENAFE_10150	12.9	10.1		SO:0001217, UniParc:UPI0007DE1986, UniRef:UniRef100_A0A181C9D8, UniRef:UniRef50_A0A181C9D8, UniRef:UniRef90_A0A181C9D8
contig_1	2050135	2050308	-	CENAFE_10260	6.2	9.7		SO:0001217, UniParc:UPI000207F94F, UniRef:UniRef100_A0A181C9F8, UniRef:UniRef50_A0A181C9F8, UniRef:UniRef90_A0A181C9F8
contig_1	2067141	2067731	-	CENAFE_10335	20.2	5.9		RefSeq:WP_039998737.1, SO:0001217, UniParc:UPI0002EAEC25, UniRef:UniRef100_A0A2D3HF93, UniRef:UniRef50_W5YAI1, UniRef:UniRef90_A0A070A3Z2
contig_1	2075618	2076001	+	CENAFE_10375	12.5	9.2		RefSeq:WP_051672061.1, SO:0001217, UniParc:UPI00031C6748, UniRef:UniRef100_A0A181C9K2, UniRef:UniRef50_W5YF03, UniRef:UniRef90_A0A181C9K2
contig_1	2076038	2076295	-	CENAFE_10380	8.6	11.6		SO:0001217, UniRef:UniRef50_A0A070ADJ3, UniRef:UniRef90_A0A070ADJ3
contig_1	2077776	2078060	-	CENAFE_10390	9.5	9.7		RefSeq:WP_099963244.1, SO:0001217, UniParc:UPI00030A2963, UniRef:UniRef100_A0A181C9K3, UniRef:UniRef50_A0A070A8Q2, UniRef:UniRef90_A0A070A8Q2
contig_1	2085682	2085777	+	CENAFE_10420	3.4	4.7		SO:0001217, UniParc:UPI0007DD65E8, UniRef:UniRef100_A0A181C9J1, UniRef:UniRef50_A0A181C9J1, UniRef:UniRef90_A0A181C9J1
contig_1	2088822	2089031	+	CENAFE_10435	8.0	9.9		RefSeq:WP_007398075.1, SO:0001217, UniParc:UPI000207FA8B, UniRef:UniRef100_A0A2D3HF50, UniRef:UniRef50_G2I357, UniRef:UniRef90_A0A070A6V7
contig_1	2089039	2089401	+	CENAFE_10440	12.9	10.6		SO:0001217, UniParc:UPI0007DD7ABA, UniRef:UniRef100_A0A181C9M0, UniRef:UniRef50_A0A181C9M0, UniRef:UniRef90_A0A181C9M0
contig_1	2089594	2089938	-	CENAFE_10445	11.4	9.9		RefSeq:WP_034930591.1, SO:0001217, UniParc:UPI00030181D4, UniRef:UniRef100_A0A2D3HEU5, UniRef:UniRef50_W5Y7A6, UniRef:UniRef90_A0A2D3HEU5
contig_1	2090101	2090376	-	CENAFE_10450	9.5	5.5		RefSeq:WP_007398078.1, SO:0001217, UniParc:UPI000207FA8E, UniRef:UniRef100_A0A2D3HF04, UniRef:UniRef50_A0A2D3HF04, UniRef:UniRef90_A0A2D3HF04
contig_1	2099217	2099429	-	CENAFE_10460	7.1	12.0		RefSeq:WP_007398080.1, SO:0001217, UniParc:UPI000207FA90, UniRef:UniRef100_A0A181C9M9, UniRef:UniRef50_A0A181C9M9, UniRef:UniRef90_A0A181C9M9
contig_1	2109589	2109693	+	CENAFE_10510	3.7	8.4		SO:0001217, UniParc:UPI0007DD1B71, UniRef:UniRef100_A0A181C9P6, UniRef:UniRef50_A0A181C9P6, UniRef:UniRef90_A0A181C9P6
contig_1	2113024	2113647	-	CENAFE_10530	22.2	7.1		SO:0001217, UniParc:UPI000207FB99, UniRef:UniRef100_A0A2D3HET7, UniRef:UniRef50_A0A070A912, UniRef:UniRef90_A0A070A912
contig_1	2155765	2155926	+	CENAFE_10690	5.7	7.7		SO:0001217, UniParc:UPI000207FCED, UniRef:UniRef100_A0A181C9S2, UniRef:UniRef50_A0A181C9S2, UniRef:UniRef90_A0A181C9S2
contig_1	2159609	2159773	+	CENAFE_10715	6.2	4.7		RefSeq:WP_007398141.1, SO:0001217, UniParc:UPI000207FCF6, UniRef:UniRef100_A0A181C9Q2, UniRef:UniRef50_A0A0N1FN94, UniRef:UniRef90_A0A181C9Q2
contig_1	2163592	2163819	-	CENAFE_10735	8.6	8.0		RefSeq:WP_039998745.1, SO:0001217, UniParc:UPI000305699B, UniRef:UniRef100_A0A2D3HEU2, UniRef:UniRef50_W5YF87, UniRef:UniRef90_A0A070A727
contig_1	2176190	2177344	+	CENAFE_10800	41.4	6.3		COG:COG3391, COG:R, RefSeq:WP_007398160.1, SO:0001217, UniParc:UPI000207FD09, UniRef:UniRef100_A0A2D3HEW6, UniRef:UniRef50_A0A1Q4A967, UniRef:UniRef90_G2I3C3
contig_1	2181162	2181671	+	CENAFE_10825	18.1	6.6	PF01042.24|Ribonuc_L-PSP	PFAM:PF01042.24, RefSeq:WP_007398165.1, SO:0001217, UniParc:UPI000207FE3E, UniRef:UniRef100_A0A2D3HF26, UniRef:UniRef50_A0A4Y3TR15, UniRef:UniRef90_A0A2D3HF26
contig_1	2182691	2183014	-	CENAFE_10835	12.0	6.9		SO:0001217, UniParc:UPI000207FE42, UniRef:UniRef100_A0A2D3HER3, UniRef:UniRef50_G2I3C8, UniRef:UniRef90_A0A070A745
contig_1	2183095	2183451	-	CENAFE_10840	12.0	8.8		RefSeq:WP_007398170.1, SO:0001217, UniParc:UPI000207FE43, UniRef:UniRef100_A0A2D3HET0, UniRef:UniRef50_G2I3C9, UniRef:UniRef90_A0A2D3HET0
contig_1	2185774	2186838	+	CENAFE_10850	40.3	6.5		SO:0001217, UniParc:UPI0007DD36A5, UniRef:UniRef100_A0A181C9U8, UniRef:UniRef50_A0A0N0MFG3, UniRef:UniRef90_A0A181C9U8
contig_1	2188824	2189342	-	CENAFE_10860	19.4	9.6		RefSeq:WP_007398175.1, SO:0001217, UniParc:UPI000207FE48, UniRef:UniRef100_A0A2D3HEV8, UniRef:UniRef50_G2I3D3, UniRef:UniRef90_A0A2D3HEV8
contig_1	2201858	2202085	+	CENAFE_10915	8.2	7.8		RefSeq:WP_007398189.1, SO:0001217, UniParc:UPI000207FE56, UniRef:UniRef100_A0A2D3HF07, UniRef:UniRef50_W5Y8P2, UniRef:UniRef90_G2I3E2
contig_1	2208605	2208811	+	CENAFE_10945	7.3	11.8		SO:0001217, UniParc:UPI0007DD6661, UniRef:UniRef100_A0A070ADB2, UniRef:UniRef50_A0A070ADB2, UniRef:UniRef90_A0A070ADB2
contig_1	2216395	2216862	-	CENAFE_10985	16.8	6.7		SO:0001217, UniParc:UPI000207FE6A, UniRef:UniRef100_A0A2D3HIF1, UniRef:UniRef50_B5ZHC2, UniRef:UniRef90_A0A2D3HIF1
contig_1	2218321	2218452	-	CENAFE_11000	4.8	9.6		
contig_1	2218678	2218863	-	CENAFE_11005	7.3	7.7		SO:0001217, UniParc:UPI000587A644, UniRef:UniRef100_A0A2D3HEZ2, UniRef:UniRef50_A0A070A8G7, UniRef:UniRef90_A0A070A8G7
contig_1	2221009	2221365	+	CENAFE_11015	12.1	9.7		RefSeq:WP_034932877.1, SO:0001217, UniParc:UPI0002E43CA0, UniRef:UniRef100_A0A2D3HEN4, UniRef:UniRef50_A0A2D3HEN4, UniRef:UniRef90_A0A2D3HEN4
contig_1	2237479	2237751	-	CENAFE_11065	9.3	6.7		RefSeq:WP_223846667.1, SO:0001217, UniParc:UPI00031F7C4C, UniRef:UniRef100_A0A2D3HEY2, UniRef:UniRef50_A0A070A384, UniRef:UniRef90_A0A070A384
contig_1	2238018	2238248	+	CENAFE_11070	8.9	8.0		RefSeq:WP_223846668.1, SO:0001217, UniParc:UPI0007DD158A, UniRef:UniRef100_A0A2D3HEY3, UniRef:UniRef50_W5Y7L3, UniRef:UniRef90_A0A2D3HEY3
contig_1	2242467	2242772	-	CENAFE_11085	10.8	6.3		RefSeq:WP_007398234.1, SO:0001217, UniParc:UPI000207FF8C, UniRef:UniRef100_A0A2D3HEP4, UniRef:UniRef50_W5Y8D5, UniRef:UniRef90_A0A070AHJ5
contig_1	2246996	2251171	-	CENAFE_11105	151.3	6.1		RefSeq:WP_099963242.1, SO:0001217, UniParc:UPI000C1B427B, UniRef:UniRef100_A0A2D3HER7, UniRef:UniRef50_A0A2D3HER7, UniRef:UniRef90_A0A2D3HER7
contig_1	2258655	2259335	-	CENAFE_11140	23.9	10.6		SO:0001217, UniParc:UPI0007DDB389, UniRef:UniRef100_A0A181C9Y6, UniRef:UniRef50_A0A181C9Y6, UniRef:UniRef90_A0A181C9Y6
contig_1	2262406	2262594	-	CENAFE_11155	6.5	9.7		RefSeq:WP_007398252.1, SO:0001217, UniParc:UPI0002080092, UniRef:UniRef100_A0A2D3HEL4, UniRef:UniRef50_G2I2G5, UniRef:UniRef90_G2I2G5
contig_1	2263899	2264303	-	CENAFE_11165	15.2	4.7		RefSeq:WP_007398254.1, SO:0001217, UniParc:UPI0002080094, UniRef:UniRef100_A0A2D3HEL1, UniRef:UniRef50_A0A070AB35, UniRef:UniRef90_A0A070AB35
contig_1	2288986	2289366	-	CENAFE_11260	13.1	7.8		RefSeq:WP_007398277.1, SO:0001217, UniParc:UPI00020800AB, UniRef:UniRef100_A0A2D3HEV0, UniRef:UniRef50_A0A318PN53, UniRef:UniRef90_A0A2D3HEV0
contig_1	2289637	2289969	-	CENAFE_11265	11.8	4.7		RefSeq:WP_039998842.1, SO:0001217, UniParc:UPI0003015F3C, UniRef:UniRef100_A0A2D3HIJ8, UniRef:UniRef50_G2I3S6, UniRef:UniRef90_A0A070AB17
contig_1	2290075	2290257	-	CENAFE_11270	6.6	10.0		RefSeq:WP_007398279.1, SO:0001217, UniParc:UPI00020800AD, UniRef:UniRef100_A0A2D3HEV4, UniRef:UniRef50_A0A347WF84, UniRef:UniRef90_A0A070AHH0
contig_1	2291094	2291216	+	CENAFE_11280	4.9	6.5		SO:0001217, UniParc:UPI0003111ABE, UniRef:UniRef100_A0A181CA42, UniRef:UniRef50_A0A181CA42, UniRef:UniRef90_A0A181CA42
contig_1	2293780	2294286	-	CENAFE_11300	18.6	9.5		RefSeq:WP_007398285.1, SO:0001217, UniParc:UPI00020800B3, UniRef:UniRef100_A0A2D3HEP0, UniRef:UniRef50_C7JEF7, UniRef:UniRef90_A0A2D3HEP0
contig_1	2300240	2300419	+	CENAFE_11325	6.7	11.2		SO:0001217, UniParc:UPI0007DDF2AB, UniRef:UniRef100_A0A181CA12, UniRef:UniRef50_A0A181CA12, UniRef:UniRef90_A0A181CA12
contig_1	2306558	2306752	-	CENAFE_11360	7.0	5.3		RefSeq:WP_034927778.1, SO:0001217, UniParc:UPI0002E6EFDC, UniRef:UniRef100_A0A2D3HEK7, UniRef:UniRef50_A0A2D3HEK7, UniRef:UniRef90_A0A2D3HEK7
contig_1	2309407	2309637	-	CENAFE_11375	8.0	4.1		RefSeq:WP_007398304.1, SO:0001217, UniParc:UPI00020801B2, UniRef:UniRef100_A0A2D3HEQ0, UniRef:UniRef50_A0A2D3HEQ0, UniRef:UniRef90_A0A2D3HEQ0
contig_1	2325601	2326215	-	CENAFE_11425	21.6	5.1	PF05014.18|Nuc_deoxyrib_tr	PFAM:PF05014.18, RefSeq:WP_007398315.1, SO:0001217, UniParc:UPI00020801BD, UniRef:UniRef100_A0A2D3HEM3, UniRef:UniRef50_Q9Y7P9, UniRef:UniRef90_A0A070AAZ9
contig_1	2367170	2367721	+	CENAFE_11590	19.1	7.9		RefSeq:WP_007398355.1, SO:0001217, UniParc:UPI00020802EF, UniRef:UniRef100_A0A2D3HEF4, UniRef:UniRef50_A0A070A258, UniRef:UniRef90_A0A070A258
contig_1	2372610	2372810	+	CENAFE_11615	6.7	11.8		SO:0001217, UniParc:UPI00031D8DCB, UniRef:UniRef100_A0A2D3HEL7, UniRef:UniRef50_A0A2D3HEL7, UniRef:UniRef90_A0A2D3HEL7
contig_1	2401517	2401969	+	CENAFE_11725	15.9	4.1		SO:0001217, UniParc:UPI0007DEE524, UniRef:UniRef100_A0A858JJP9, UniRef:UniRef50_A0A858JJP9, UniRef:UniRef90_A0A858JJP9
contig_1	2404157	2404636	+	CENAFE_11740	17.6	4.7		RefSeq:WP_112209978.1, SO:0001217, UniParc:UPI0007DD1586, UniRef:UniRef100_A0A181CAD3, UniRef:UniRef50_A0A181CAD3, UniRef:UniRef90_A0A181CAD3
contig_1	2404638	2405087	+	CENAFE_11745	16.7	9.3		SO:0001217, UniParc:UPI0005866B5E, UniRef:UniRef100_A0A2D3HEM2, UniRef:UniRef50_A0A2D3HEM2, UniRef:UniRef90_A0A2D3HEM2
contig_1	2446935	2447327	-	CENAFE_11900	13.9	6.2		RefSeq:WP_007398434.1, SO:0001217, UniParc:UPI0002080617, UniRef:UniRef100_A0A2D3HEB7, UniRef:UniRef50_A0A347WF23, UniRef:UniRef90_A0A2D3HEB7
contig_1	2447701	2448042	-	CENAFE_11905	11.3	8.9		RefSeq:WP_139064284.1, SO:0001217, UniParc:UPI0007DD4055, UniRef:UniRef100_A0A2D3HE90, UniRef:UniRef50_A0A2D3HE90, UniRef:UniRef90_A0A2D3HE90
contig_1	2448072	2448341	-	CENAFE_11910	9.4	11.2		RefSeq:WP_051672135.1, SO:0001217, UniParc:UPI0004D963AD, UniRef:UniRef100_A0A070A6U8, UniRef:UniRef50_A0A0D6Q8N5, UniRef:UniRef90_A0A070A6U8
contig_1	2448753	2449076	-	CENAFE_11920	11.5	9.2		RefSeq:WP_034932196.1, SO:0001217, UniParc:UPI0004D5EC7B, UniRef:UniRef100_A0A070ADH2, UniRef:UniRef50_A0A070ADH2, UniRef:UniRef90_A0A070ADH2
contig_1	2453504	2454568	-	CENAFE_11940	38.8	9.1		RefSeq:WP_034932192.1, SO:0001217, UniParc:UPI0004DA61AD, UniRef:UniRef100_A0A2D3HEK1, UniRef:UniRef50_A0A7Y7ITZ1, UniRef:UniRef90_G2I417
contig_1	2455015	2455479	+	CENAFE_11945	16.5	5.5		RefSeq:WP_007398443.1, SO:0001217, UniParc:UPI0002080620, UniRef:UniRef100_A0A2D3HE95, UniRef:UniRef50_G2I415, UniRef:UniRef90_A0A318PT86
contig_1	2455491	2455580	+	CENAFE_11950	3.0	12.0		SO:0001217, UniParc:UPI0007DE2DED, UniRef:UniRef100_A0A181CAH4, UniRef:UniRef50_A0A181CAH4, UniRef:UniRef90_A0A181CAH4
